Person_Age,Person_Income,Loan_Amount,Credit_Score,Years_at_Job,Existing_Loans,Education_Level,Home_Ownership,Default_Next_Month,Application_Source,Application_ID
63,109846.0,30011,517,11,4,Master,Mortgage,0,Web_Portal,APP-3107
73,83474.0,20069,634,25,2,Bachelor,Rent,0,Web_Portal,APP-8500
60,61730.0,12043,620,3,4,High School,Own,0,Web_Portal,APP-5414
27,67577.0,36055,356,33,1,PhD,Rent,0,Web_Portal,APP-9138
54,158822.0,45703,758,20,0,Master,Own,0,Web_Portal,APP-9660
86,104963.0,12800,457,8,3,Master,Own,0,Web_Portal,APP-9239
38,117898.0,35229,307,15,0,Master,Own,0,Web_Portal,APP-3417
72,155390.0,14302,747,14,1,Bachelor,Rent,0,Web_Portal,APP-9771
86,58493.0,25586,823,30,3,Bachelor,Rent,0,Web_Portal,APP-3236
81,110485.0,36061,436,27,2,Bachelor,Own,1,Web_Portal,APP-4767
24,52261.0,32989,435,38,0,Master,Own,0,Web_Portal,APP-10791
63,186587.0,48931,689,5,2,Master,Own,1,Web_Portal,APP-10989
35,96788.0,6507,723,33,2,Master,Rent,0,Web_Portal,APP-10965
60,135107.0,49966,594,25,4,Master,Rent,0,Web_Portal,APP-8323
44,190365.0,23482,607,14,3,PhD,Mortgage,0,Web_Portal,APP-2383
23,86912.0,24426,394,13,0,Master,Rent,0,Web_Portal,APP-4101
68,90333.0,15833,694,2,2,Bachelor,Rent,0,Web_Portal,APP-4921
75,,13972,774,14,2,PhD,Mortgage,0,Web_Portal,APP-7685
35,144086.0,22663,636,13,3,Bachelor,Rent,0,Web_Portal,APP-4194
77,113993.0,25715,380,30,2,Master,Rent,0,Web_Portal,APP-2941
39,33156.0,6588,308,24,3,PhD,Own,0,Web_Portal,APP-8713
18,35784.0,1372,569,15,1,PhD,Rent,0,Web_Portal,APP-5896
43,,28386,765,3,4,PhD,Mortgage,0,Web_Portal,APP-5782
29,118075.0,37190,541,18,3,PhD,Rent,0,Web_Portal,APP-2496
22,69107.0,13734,409,24,3,PhD,Rent,0,Web_Portal,APP-2957
19,110932.0,1203,760,37,0,PhD,Rent,0,Web_Portal,APP-10171
27,112901.0,41140,647,5,4,Bachelor,Own,0,Web_Portal,APP-10745
53,71715.0,8951,537,1,3,High School,Rent,0,Web_Portal,APP-8332
30,31246.0,4247,462,13,4,Bachelor,Rent,1,Web_Portal,APP-8949
30,28512.0,1684,766,22,4,Bachelor,Rent,1,Web_Portal,APP-4017
81,124134.0,45377,463,39,4,PhD,Rent,1,Web_Portal,APP-7746
89,94965.0,39599,626,29,4,Master,Mortgage,0,Web_Portal,APP-1513
44,,22695,816,6,1,High School,Rent,0,Web_Portal,APP-4934
38,103488.0,9079,640,11,4,Master,Rent,0,Web_Portal,APP-4025
73,87384.0,23074,335,34,1,Master,Mortgage,0,Web_Portal,APP-2199
62,80658.0,15970,304,22,4,High School,Rent,1,Web_Portal,APP-6028
43,151625.0,2986,556,37,3,High School,Rent,0,Web_Portal,APP-10784
18,133618.0,17623,720,2,1,High School,Mortgage,0,Web_Portal,APP-1921
65,194021.0,6720,532,25,1,Master,Mortgage,0,Web_Portal,APP-5649
86,135792.0,17550,451,32,2,PhD,Mortgage,1,Web_Portal,APP-6332
70,108747.0,6004,412,28,1,Bachelor,Mortgage,0,Web_Portal,APP-2076
61,89428.0,11985,708,33,0,Bachelor,Mortgage,1,Web_Portal,APP-7768
50,20744.0,20651,670,5,4,Bachelor,Mortgage,0,Web_Portal,APP-10410
36,138915.0,24581,830,23,1,Master,Mortgage,1,Web_Portal,APP-2671
22,32823.0,15455,623,16,0,Master,Mortgage,0,Web_Portal,APP-1474
23,100260.0,17119,742,5,1,High School,Mortgage,1,Web_Portal,APP-10186
56,179501.0,20248,486,28,4,PhD,Own,0,Web_Portal,APP-9839
89,116102.0,37388,461,18,2,High School,Own,0,Web_Portal,APP-6758
32,24192.0,34375,473,8,0,PhD,Mortgage,0,Web_Portal,APP-7297
84,104731.0,31283,738,7,1,PhD,Own,0,Web_Portal,APP-3478
72,99003.0,28157,842,31,3,Bachelor,Own,1,Web_Portal,APP-6493
28,28724.0,20522,806,35,0,High School,Own,1,Web_Portal,APP-4914
80,75916.0,30136,481,12,3,PhD,Mortgage,0,Web_Portal,APP-3138
40,32089.0,34469,573,27,3,Bachelor,Own,0,Web_Portal,APP-6454
47,43202.0,40441,322,2,2,PhD,Rent,0,Web_Portal,APP-6379
56,53743.0,16220,392,18,2,Master,Own,0,Web_Portal,APP-9985
89,79331.0,23973,506,24,4,Master,Own,0,Web_Portal,APP-5023
58,195778.0,7771,693,29,1,Bachelor,Mortgage,0,Web_Portal,APP-4485
75,,40706,360,3,0,Master,Rent,0,Web_Portal,APP-3455
52,176537.0,7487,501,12,2,PhD,Rent,0,Web_Portal,APP-3464
71,65420.0,8934,420,5,1,Bachelor,Mortgage,1,Web_Portal,APP-9696
75,178361.0,40185,452,1,3,PhD,Mortgage,0,Web_Portal,APP-2369
23,188196.0,38476,493,37,0,PhD,Mortgage,0,Web_Portal,APP-7688
54,82714.0,19970,606,35,3,Bachelor,Rent,1,Web_Portal,APP-8456
35,162727.0,32403,378,24,2,Master,Mortgage,1,Web_Portal,APP-10974
59,51351.0,8344,515,32,3,Bachelor,Mortgage,1,Web_Portal,APP-2901
35,75262.0,26837,474,24,3,PhD,Rent,0,Web_Portal,APP-5871
44,,5115,454,13,4,High School,Mortgage,0,Web_Portal,APP-5710
73,33894.0,31601,660,23,1,Master,Mortgage,0,Web_Portal,APP-8886
52,35954.0,9638,530,8,2,Bachelor,Mortgage,0,Web_Portal,APP-2793
38,140355.0,12125,660,21,0,Master,Rent,1,Web_Portal,APP-3874
58,151837.0,29731,473,4,4,High School,Mortgage,0,Web_Portal,APP-7217
32,192115.0,29143,330,36,1,Master,Own,0,Web_Portal,APP-6213
52,97097.0,24365,323,2,2,Master,Own,0,Web_Portal,APP-3245
24,151029.0,25838,422,5,4,Bachelor,Mortgage,0,Web_Portal,APP-2741
72,45968.0,32301,744,1,1,PhD,Mortgage,0,Web_Portal,APP-2020
40,151120.0,19018,372,9,3,Master,Own,0,Web_Portal,APP-1705
89,124222.0,24265,480,17,2,Bachelor,Rent,0,Web_Portal,APP-5294
26,118510.0,44654,466,30,2,High School,Mortgage,0,Web_Portal,APP-6576
56,156800.0,30446,374,36,3,PhD,Own,1,Web_Portal,APP-8166
41,134124.0,42057,756,38,1,Master,Rent,1,Web_Portal,APP-9177
26,164952.0,33236,525,32,4,Master,Rent,1,Web_Portal,APP-1908
46,122420.0,15151,367,6,0,Bachelor,Own,0,Web_Portal,APP-6193
27,158955.0,8260,339,31,4,Bachelor,Mortgage,0,Web_Portal,APP-4077
26,70374.0,3886,764,27,2,Bachelor,Own,1,Web_Portal,APP-10366
86,129963.0,22891,482,3,0,High School,Mortgage,0,Web_Portal,APP-1594
78,69875.0,32140,587,34,2,Bachelor,Rent,0,Web_Portal,APP-6304
54,119704.0,27456,345,31,1,High School,Own,0,Web_Portal,APP-1440
41,139006.0,35218,830,32,4,PhD,Rent,0,Web_Portal,APP-8606
30,194563.0,40215,673,32,4,PhD,Own,0,Web_Portal,APP-5092
48,125852.0,18275,310,30,3,Bachelor,Rent,0,Web_Portal,APP-7134
47,85355.0,32070,374,5,4,Bachelor,Mortgage,1,Web_Portal,APP-1010
79,88659.0,20715,473,25,0,Master,Rent,1,Web_Portal,APP-4776
24,159337.0,7626,726,28,4,Master,Own,0,Web_Portal,APP-9999
88,95692.0,32280,730,1,1,High School,Rent,0,Web_Portal,APP-4708
78,96067.0,23450,607,27,2,Master,Rent,0,Web_Portal,APP-4780
51,59807.0,32656,461,35,4,Bachelor,Mortgage,1,Web_Portal,APP-1093
78,181874.0,14514,661,7,0,Master,Mortgage,0,Web_Portal,APP-10239
32,78465.0,28792,427,20,0,High School,Mortgage,0,Web_Portal,APP-4949
64,,35952,816,34,0,PhD,Own,0,Web_Portal,APP-6785
49,158232.0,19540,551,18,4,High School,Own,0,Web_Portal,APP-5870
42,129383.0,45294,741,34,0,High School,Own,0,Web_Portal,APP-5802
67,64400.0,26247,602,13,3,PhD,Own,0,Web_Portal,APP-5867
83,73365.0,31105,500,24,2,Master,Rent,0,Web_Portal,APP-1292
46,73095.0,22264,569,11,2,Bachelor,Rent,0,Web_Portal,APP-8888
43,110266.0,24804,848,13,4,Master,Mortgage,0,Web_Portal,APP-8405
80,147957.0,16468,330,8,1,Master,Own,0,Web_Portal,APP-6595
43,141649.0,12685,713,2,4,Master,Mortgage,1,Web_Portal,APP-3886
27,101785.0,44798,513,15,3,High School,Own,0,Web_Portal,APP-7454
33,189028.0,32734,780,25,3,High School,Mortgage,0,Web_Portal,APP-3542
26,25302.0,49546,534,12,2,PhD,Rent,1,Web_Portal,APP-2765
55,156064.0,4346,579,2,4,Bachelor,Mortgage,0,Web_Portal,APP-7800
50,74862.0,34527,505,27,1,PhD,Mortgage,0,Web_Portal,APP-2877
80,36603.0,47051,826,20,1,High School,Mortgage,1,Web_Portal,APP-2981
77,132092.0,36938,689,22,4,Bachelor,Rent,0,Web_Portal,APP-10729
88,58368.0,11353,612,19,4,High School,Rent,0,Web_Portal,APP-10608
19,52286.0,9738,695,35,3,High School,Mortgage,1,Web_Portal,APP-3685
84,170695.0,2071,694,31,2,PhD,Rent,0,Web_Portal,APP-9930
46,75398.0,44183,833,33,3,PhD,Rent,0,Web_Portal,APP-4458
39,192425.0,43326,558,0,1,High School,Mortgage,0,Web_Portal,APP-5541
27,144698.0,24229,636,28,0,High School,Rent,0,Web_Portal,APP-3178
49,86786.0,2228,534,38,3,High School,Rent,0,Web_Portal,APP-5450
67,36167.0,31816,709,29,0,PhD,Own,0,Web_Portal,APP-4859
74,144773.0,32519,341,5,2,High School,Mortgage,1,Web_Portal,APP-8623
85,100875.0,7258,718,30,2,High School,Mortgage,0,Web_Portal,APP-8654
88,160119.0,23585,664,14,0,PhD,Mortgage,1,Web_Portal,APP-5519
88,56719.0,19286,342,33,1,Bachelor,Rent,0,Web_Portal,APP-3517
64,154363.0,39199,687,33,2,PhD,Mortgage,1,Web_Portal,APP-5836
25,79402.0,36196,703,35,4,Master,Mortgage,0,Web_Portal,APP-3885
79,155875.0,14096,478,6,2,Master,Rent,0,Web_Portal,APP-8281
55,36447.0,15171,354,33,4,Master,Mortgage,1,Web_Portal,APP-7255
53,31330.0,41185,840,10,4,Master,Rent,0,Web_Portal,APP-5539
50,105550.0,7673,509,1,1,Bachelor,Mortgage,0,Web_Portal,APP-6639
81,27509.0,4746,587,35,4,High School,Own,1,Web_Portal,APP-10459
72,170235.0,1500,313,27,3,High School,Rent,1,Web_Portal,APP-4481
55,62192.0,18626,373,21,1,PhD,Mortgage,0,Web_Portal,APP-2277
45,143990.0,9342,716,24,4,Bachelor,Mortgage,0,Web_Portal,APP-4146
20,87058.0,9112,378,20,2,Master,Mortgage,1,Web_Portal,APP-9262
51,126734.0,12845,801,23,4,High School,Own,0,Web_Portal,APP-4205
26,185720.0,29108,476,9,4,High School,Rent,0,Web_Portal,APP-10892
52,75046.0,32318,524,39,3,Bachelor,Own,1,Web_Portal,APP-3742
68,112526.0,43668,527,27,2,PhD,Rent,0,Web_Portal,APP-7076
63,23956.0,33309,818,27,3,Bachelor,Own,0,Web_Portal,APP-5047
70,59865.0,44942,437,9,0,Bachelor,Mortgage,0,Web_Portal,APP-6731
30,199013.0,45456,451,29,0,High School,Own,1,Web_Portal,APP-3945
89,176113.0,45023,799,18,3,PhD,Mortgage,1,Web_Portal,APP-6790
75,135095.0,9353,760,3,2,PhD,Mortgage,0,Web_Portal,APP-7794
74,68245.0,35524,331,16,2,High School,Rent,0,Web_Portal,APP-7543
31,123533.0,15012,540,11,2,Bachelor,Mortgage,0,Web_Portal,APP-1700
76,199541.0,41949,786,14,4,Master,Own,0,Web_Portal,APP-4574
47,160017.0,38345,668,0,2,PhD,Own,0,Web_Portal,APP-8699
45,95093.0,27372,684,32,0,Master,Own,0,Web_Portal,APP-3515
68,146745.0,27951,545,10,3,High School,Rent,0,Web_Portal,APP-4000
22,118331.0,39853,595,7,2,PhD,Rent,0,Web_Portal,APP-6820
71,37875.0,21244,693,33,2,PhD,Rent,0,Web_Portal,APP-9581
89,36668.0,7500,508,23,1,Master,Mortgage,0,Web_Portal,APP-4684
44,158923.0,44552,739,20,0,PhD,Rent,0,Web_Portal,APP-3995
41,143319.0,38971,548,38,4,PhD,Mortgage,0,Web_Portal,APP-5252
61,56368.0,36707,717,12,2,Master,Rent,0,Web_Portal,APP-4411
35,68544.0,2356,539,1,0,Bachelor,Own,0,Web_Portal,APP-8962
46,175304.0,21982,548,39,3,High School,Mortgage,1,Web_Portal,APP-7309
22,171074.0,46797,575,24,2,High School,Own,0,Web_Portal,APP-9611
77,52398.0,14348,356,39,2,Bachelor,Mortgage,0,Web_Portal,APP-6012
68,92554.0,23737,572,13,1,Master,Own,1,Web_Portal,APP-8750
86,136972.0,18945,396,2,3,PhD,Mortgage,0,Web_Portal,APP-6979
79,108789.0,42472,321,3,4,PhD,Mortgage,0,Web_Portal,APP-5048
87,,24855,603,37,0,Bachelor,Own,0,Web_Portal,APP-5899
59,66815.0,28135,331,19,2,Bachelor,Rent,1,Web_Portal,APP-2318
36,73462.0,46028,367,36,1,Master,Mortgage,1,Web_Portal,APP-10772
89,146800.0,13070,678,12,1,Bachelor,Own,0,Legacy_System,APP-10137
50,172320.0,48606,800,22,2,High School,Own,0,Web_Portal,APP-8142
32,30683.0,23211,695,27,1,Bachelor,Rent,0,Web_Portal,APP-2897
65,108444.0,10857,518,10,0,High School,Mortgage,0,Web_Portal,APP-8465
68,67498.0,10630,491,37,3,High School,Own,0,Web_Portal,APP-1603
68,45741.0,14987,330,25,0,Master,Own,1,Web_Portal,APP-3846
64,35063.0,26080,356,35,1,High School,Mortgage,0,Web_Portal,APP-9207
18,193217.0,8860,794,2,0,High School,Rent,0,Web_Portal,APP-1393
35,107154.0,41735,414,21,4,PhD,Mortgage,0,Web_Portal,APP-5436
28,147059.0,37158,360,37,0,Bachelor,Mortgage,0,Web_Portal,APP-10447
55,121762.0,43633,365,9,3,PhD,Rent,0,Web_Portal,APP-8234
73,57596.0,35734,376,9,2,PhD,Own,1,Web_Portal,APP-6398
65,70355.0,16913,553,17,2,PhD,Mortgage,0,Web_Portal,APP-1095
87,178273.0,27528,687,30,0,Master,Own,0,Web_Portal,APP-2662
36,190830.0,9805,384,20,0,High School,Own,0,Web_Portal,APP-9970
36,50215.0,41779,417,26,4,PhD,Own,1,Web_Portal,APP-6130
23,165335.0,27282,348,2,2,PhD,Rent,1,Web_Portal,APP-2488
80,,37492,659,18,1,Bachelor,Rent,1,Web_Portal,APP-9316
53,124417.0,5887,689,5,0,Bachelor,Rent,1,Web_Portal,APP-3707
54,20244.0,6618,513,6,1,Bachelor,Own,0,Web_Portal,APP-2595
51,35615.0,38580,812,28,4,PhD,Own,0,Web_Portal,APP-10277
86,170023.0,22514,836,32,4,High School,Mortgage,0,Web_Portal,APP-3377
35,193988.0,45555,613,6,0,Master,Rent,0,Web_Portal,APP-6140
59,21987.0,11443,655,28,1,High School,Rent,1,Legacy_System,APP-7147
82,119219.0,26305,671,13,4,High School,Own,0,Web_Portal,APP-9241
82,120960.0,18246,441,37,3,Master,Rent,0,Web_Portal,APP-4948
35,104458.0,19472,523,16,1,Master,Mortgage,0,Web_Portal,APP-4933
64,25656.0,45759,624,19,2,PhD,Rent,1,Web_Portal,APP-5797
31,35489.0,49119,489,11,2,High School,Rent,0,Web_Portal,APP-5372
19,140196.0,24882,553,6,1,PhD,Mortgage,0,Web_Portal,APP-10862
42,,37735,820,29,3,PhD,Rent,0,Web_Portal,APP-9242
31,,35360,708,14,0,Master,Own,0,Web_Portal,APP-4448
47,,2368,486,7,4,Bachelor,Own,0,Web_Portal,APP-3943
50,199227.0,21997,524,39,3,High School,Mortgage,0,Web_Portal,APP-3465
78,90511.0,28927,695,22,3,PhD,Mortgage,0,Web_Portal,APP-9582
75,198054.0,33267,488,35,3,High School,Rent,0,Web_Portal,APP-6506
66,68566.0,22865,727,3,1,Bachelor,Mortgage,0,Web_Portal,APP-3698
79,124132.0,20547,337,12,4,Bachelor,Own,0,Web_Portal,APP-3447
66,153726.0,1620,796,9,4,High School,Mortgage,0,Web_Portal,APP-1019
86,129864.0,32856,465,35,0,PhD,Own,1,Web_Portal,APP-3748
68,29012.0,11548,561,33,1,Bachelor,Mortgage,1,Web_Portal,APP-6399
52,90410.0,21521,458,38,3,PhD,Mortgage,0,Web_Portal,APP-9078
79,179002.0,18622,777,18,1,High School,Own,0,Legacy_System,APP-7871
61,182187.0,7051,484,28,1,Master,Rent,1,Web_Portal,APP-5708
62,80631.0,37043,376,32,2,High School,Rent,0,Web_Portal,APP-10476
18,57594.0,24157,842,23,4,Master,Own,0,Web_Portal,APP-1809
88,168979.0,14582,385,6,0,Master,Rent,0,Web_Portal,APP-8477
41,188958.0,48965,731,15,1,High School,Own,0,Web_Portal,APP-3273
71,157930.0,5696,439,26,1,Master,Own,0,Web_Portal,APP-2923
63,70022.0,8824,448,15,0,Bachelor,Mortgage,1,Web_Portal,APP-2470
40,195902.0,30570,737,9,4,High School,Rent,0,Web_Portal,APP-8934
34,94990.0,2475,361,16,1,Bachelor,Rent,0,Web_Portal,APP-8407
21,25452.0,18799,425,36,2,Bachelor,Mortgage,0,Web_Portal,APP-3406
32,127042.0,42412,381,32,3,High School,Rent,0,Web_Portal,APP-2142
73,156421.0,1393,339,20,1,PhD,Rent,1,Web_Portal,APP-2747
84,25833.0,26302,687,5,0,Master,Own,0,Web_Portal,APP-6709
84,106437.0,35616,397,11,4,High School,Mortgage,0,Web_Portal,APP-5975
66,153054.0,14923,545,21,1,PhD,Mortgage,0,Web_Portal,APP-8300
57,41414.0,11975,725,0,1,Master,Mortgage,1,Web_Portal,APP-9148
34,56807.0,33740,815,19,4,High School,Own,0,Web_Portal,APP-3833
49,126885.0,14675,361,22,2,High School,Own,1,Web_Portal,APP-4131
55,23212.0,35735,770,13,4,Master,Rent,0,Web_Portal,APP-2310
58,172775.0,43379,302,24,3,Master,Own,0,Web_Portal,APP-9650
83,189668.0,6054,563,31,4,Master,Own,0,Web_Portal,APP-7774
65,61057.0,14771,586,23,4,PhD,Rent,0,Web_Portal,APP-7756
22,107938.0,10980,662,5,0,Bachelor,Own,0,Web_Portal,APP-1620
41,131074.0,44026,670,7,4,Master,Own,0,Web_Portal,APP-3701
41,23052.0,22141,682,24,2,PhD,Rent,0,Web_Portal,APP-3199
85,150145.0,31185,519,34,1,High School,Own,0,Web_Portal,APP-7196
35,100225.0,6538,716,10,4,High School,Own,1,Web_Portal,APP-9824
61,100781.0,45083,685,3,0,High School,Mortgage,0,Web_Portal,APP-2046
65,145812.0,6094,741,2,1,High School,Own,1,Web_Portal,APP-6768
24,196885.0,40962,762,34,4,High School,Mortgage,1,Web_Portal,APP-10947
28,,22244,797,8,2,High School,Own,0,Web_Portal,APP-10019
79,71030.0,16144,446,23,3,High School,Own,0,Web_Portal,APP-1743
50,64348.0,3412,436,29,1,PhD,Own,0,Web_Portal,APP-1222
64,57851.0,46311,579,5,1,Bachelor,Rent,0,Web_Portal,APP-4149
31,106130.0,26979,498,35,3,PhD,Own,1,Web_Portal,APP-1625
88,163064.0,42397,566,3,0,High School,Rent,1,Web_Portal,APP-10334
59,53799.0,30377,640,10,4,PhD,Mortgage,1,Web_Portal,APP-8566
78,20037.0,14482,598,15,4,Bachelor,Rent,0,Web_Portal,APP-5582
18,,23210,614,5,4,PhD,Own,0,Web_Portal,APP-6711
32,77520.0,11711,711,31,4,PhD,Own,0,Web_Portal,APP-4284
39,180554.0,44058,300,22,4,Bachelor,Own,0,Web_Portal,APP-8585
32,53580.0,19492,557,21,0,Bachelor,Rent,0,Web_Portal,APP-10646
21,70406.0,48941,662,18,3,Master,Rent,0,Web_Portal,APP-2530
64,57535.0,14472,701,34,3,High School,Rent,1,Web_Portal,APP-10685
75,150963.0,18374,607,15,2,Master,Mortgage,0,Web_Portal,APP-1353
37,67940.0,29194,376,15,2,Master,Mortgage,0,Web_Portal,APP-3474
36,43266.0,25031,562,1,2,PhD,Mortgage,0,Web_Portal,APP-9013
77,193873.0,8906,732,28,0,PhD,Own,0,Web_Portal,APP-7475
82,116818.0,45601,511,36,4,Bachelor,Mortgage,0,Web_Portal,APP-7449
65,152957.0,5549,559,3,3,Bachelor,Rent,0,Web_Portal,APP-1239
54,31952.0,6239,688,33,4,Master,Own,0,Web_Portal,APP-3625
64,110439.0,39593,737,39,0,Master,Rent,0,Web_Portal,APP-10786
44,65778.0,30610,821,26,4,Bachelor,Rent,0,Web_Portal,APP-8198
27,111724.0,48544,788,24,4,PhD,Mortgage,0,Web_Portal,APP-8692
61,152672.0,10325,524,35,3,High School,Own,0,Web_Portal,APP-3997
52,54710.0,11980,493,33,0,Master,Mortgage,0,Web_Portal,APP-7440
26,117799.0,31000,320,20,3,PhD,Mortgage,0,Web_Portal,APP-5562
20,187564.0,39894,538,13,3,High School,Mortgage,1,Web_Portal,APP-9614
49,126968.0,39127,848,22,3,Master,Mortgage,0,Web_Portal,APP-2479
71,191570.0,44452,430,5,1,PhD,Rent,0,Web_Portal,APP-2018
44,110629.0,13651,656,17,4,PhD,Mortgage,0,Web_Portal,APP-4094
26,142978.0,33286,539,39,3,Bachelor,Own,0,Web_Portal,APP-7182
46,47525.0,33270,392,3,1,Master,Mortgage,0,Web_Portal,APP-5960
38,147728.0,24770,706,17,2,Master,Mortgage,0,Web_Portal,APP-9492
39,152994.0,35833,789,2,0,High School,Own,1,Web_Portal,APP-2103
59,103422.0,44997,607,27,0,Master,Own,0,Web_Portal,APP-7081
31,166714.0,19321,428,10,1,PhD,Mortgage,0,Web_Portal,APP-10525
57,70588.0,34806,801,28,3,PhD,Own,0,Web_Portal,APP-6190
89,155008.0,41694,575,18,1,PhD,Rent,0,Web_Portal,APP-5181
42,145019.0,46835,364,7,1,High School,Rent,0,Web_Portal,APP-5467
40,24176.0,4328,460,11,3,Bachelor,Own,0,Web_Portal,APP-2626
84,185215.0,7260,312,0,1,Bachelor,Mortgage,1,Web_Portal,APP-7717
75,155183.0,14730,606,39,0,Master,Mortgage,0,Web_Portal,APP-4798
45,186664.0,21263,707,27,1,Master,Rent,0,Web_Portal,APP-4053
39,137159.0,1761,414,26,0,Bachelor,Rent,1,Web_Portal,APP-3867
55,111310.0,44426,765,29,3,High School,Own,1,Web_Portal,APP-2432
67,31408.0,23234,497,0,3,PhD,Mortgage,0,Web_Portal,APP-8983
33,140045.0,7295,619,19,2,Master,Mortgage,1,Web_Portal,APP-10346
33,132000.0,11248,795,8,3,High School,Own,0,Web_Portal,APP-10419
26,100799.0,46983,406,27,3,Bachelor,Own,0,Web_Portal,APP-5076
65,86483.0,36941,440,8,0,High School,Rent,0,Web_Portal,APP-1217
64,41159.0,28152,849,18,4,Bachelor,Own,1,Web_Portal,APP-4555
26,65823.0,14372,357,11,4,PhD,Mortgage,1,Web_Portal,APP-8936
55,32996.0,21098,387,4,1,PhD,Mortgage,1,Web_Portal,APP-9421
86,137286.0,23159,693,32,1,Bachelor,Rent,0,Web_Portal,APP-2034
77,137922.0,16933,729,18,3,High School,Rent,0,Web_Portal,APP-4773
59,43057.0,48125,305,7,3,Master,Rent,1,Web_Portal,APP-5132
39,83853.0,46991,458,33,2,Bachelor,Rent,0,Web_Portal,APP-3335
70,73096.0,26436,842,36,2,PhD,Own,0,Web_Portal,APP-7492
89,44815.0,24053,800,31,0,PhD,Rent,0,Web_Portal,APP-2482
89,136737.0,23582,718,10,2,High School,Own,0,Web_Portal,APP-1906
49,132824.0,46856,626,27,3,PhD,Rent,0,Web_Portal,APP-7088
19,153021.0,4949,769,8,1,Bachelor,Own,0,Web_Portal,APP-7466
76,72414.0,36925,670,2,2,Master,Mortgage,0,Web_Portal,APP-6676
76,52735.0,49392,473,10,2,Master,Mortgage,1,Web_Portal,APP-3770
84,75240.0,20300,609,35,1,Bachelor,Rent,0,Web_Portal,APP-2805
58,85435.0,44945,363,35,0,High School,Own,0,Web_Portal,APP-8374
38,31755.0,2083,702,16,2,Bachelor,Own,1,Web_Portal,APP-3114
46,124570.0,49803,547,5,4,Bachelor,Own,0,Web_Portal,APP-5534
69,127252.0,15550,726,37,0,Bachelor,Mortgage,0,Web_Portal,APP-3531
85,143152.0,46019,789,15,0,High School,Rent,0,Web_Portal,APP-9525
66,189421.0,4435,419,12,0,Master,Mortgage,1,Web_Portal,APP-4470
42,25400.0,19599,481,33,2,Master,Rent,0,Web_Portal,APP-2402
81,55326.0,41149,788,2,0,Bachelor,Own,0,Web_Portal,APP-1852
29,125922.0,8076,596,1,3,PhD,Rent,0,Web_Portal,APP-4082
82,61745.0,40696,537,18,0,High School,Own,0,Web_Portal,APP-9024
49,150661.0,11433,463,21,0,PhD,Rent,0,Web_Portal,APP-8565
79,60244.0,16419,656,20,2,Bachelor,Rent,0,Web_Portal,APP-6529
34,181327.0,34282,534,26,3,PhD,Rent,0,Web_Portal,APP-8854
85,161420.0,34709,336,2,3,Master,Mortgage,0,Web_Portal,APP-5932
43,50609.0,17439,589,37,0,PhD,Mortgage,1,Legacy_System,APP-6159
70,135052.0,1551,570,27,3,PhD,Rent,0,Web_Portal,APP-10715
50,49696.0,15864,663,23,4,High School,Own,0,Web_Portal,APP-4846
82,21071.0,32227,775,4,0,PhD,Mortgage,0,Web_Portal,APP-7483
26,148019.0,2573,535,19,4,PhD,Mortgage,0,Web_Portal,APP-1747
35,130716.0,39783,840,22,4,High School,Own,0,Web_Portal,APP-4034
30,23338.0,7086,797,15,4,PhD,Mortgage,1,Web_Portal,APP-1347
34,112313.0,8595,351,11,3,Master,Rent,0,Web_Portal,APP-4351
64,173043.0,30341,799,38,4,High School,Own,0,Web_Portal,APP-3864
31,,12465,757,31,1,Bachelor,Mortgage,1,Web_Portal,APP-3167
19,196010.0,47051,820,10,0,Bachelor,Rent,0,Web_Portal,APP-7954
72,192097.0,26180,838,35,4,PhD,Own,0,Legacy_System,APP-7209
23,85488.0,11391,441,35,2,High School,Mortgage,0,Web_Portal,APP-3777
38,115287.0,28081,790,2,4,PhD,Own,0,Web_Portal,APP-2441
83,158091.0,4864,837,24,3,Bachelor,Own,1,Web_Portal,APP-6657
74,159745.0,14684,364,36,4,High School,Rent,1,Web_Portal,APP-10657
54,106009.0,36862,605,17,2,PhD,Rent,0,Web_Portal,APP-4027
35,155513.0,9505,646,5,3,Bachelor,Mortgage,0,Web_Portal,APP-7117
55,55865.0,5700,515,21,0,Bachelor,Own,0,Web_Portal,APP-3483
64,149354.0,27238,547,14,4,Master,Own,1,Web_Portal,APP-3882
35,129885.0,1897,745,9,0,High School,Own,0,Web_Portal,APP-6561
68,34817.0,41245,495,28,2,PhD,Rent,0,Web_Portal,APP-1763
72,43731.0,7068,743,22,0,Bachelor,Mortgage,0,Web_Portal,APP-7481
37,145721.0,15242,714,8,4,PhD,Mortgage,0,Web_Portal,APP-2616
76,189694.0,23625,796,0,0,Bachelor,Rent,0,Web_Portal,APP-2222
60,99946.0,16379,575,22,3,Master,Own,0,Web_Portal,APP-9664
30,93271.0,38133,361,3,0,Bachelor,Own,0,Web_Portal,APP-7221
40,36997.0,22836,341,18,1,High School,Mortgage,0,Web_Portal,APP-2576
54,119878.0,1388,681,14,1,Master,Rent,1,Web_Portal,APP-10391
33,158235.0,13735,672,34,1,High School,Mortgage,0,Web_Portal,APP-7350
42,29879.0,48782,537,37,1,PhD,Mortgage,0,Web_Portal,APP-4782
24,89925.0,19204,453,26,2,PhD,Mortgage,1,Web_Portal,APP-5374
